ensembl_id,entrez_id,hgnc_symbol,hgnc_name,cytogenetic_location,uni_protein_id,gene_biotype
ENSG00000184385,150147.0,UMODL1-AS1,UMODL1 antisense RNA 1,21q22.3,,sense_overlapping
ENSG00000011426,54443.0,ANLN,anillin actin binding protein,7p14.2,Q9NQW6,protein_coding
ENSG00000232886,,,,,,
ENSG00000017797,10928.0,RALBP1,ralA binding protein 1,18p11.22,Q15311,protein_coding
ENSG00000265054,,,,,,
ENSG00000273156,,,,,,
ENSG00000114455,11148.0,HHLA2,HERV-H LTR-associating 2,3q13.13,Q9UM44,protein_coding
ENSG00000252860,,,,,,
ENSG00000247498,100506314.0,LOC100506314,uncharacterized LOC100506314,12p13.1,,antisense
ENSG00000124356,10617.0,STAMBP,STAM binding protein,2p13.1,A0A140VK54,protein_coding
ENSG00000183648,4707.0,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,14q32.12,O75438,protein_coding
ENSG00000113758,1627.0,DBN1,drebrin 1,5q35.3,Q16643,protein_coding
ENSG00000205866,387742.0,FAM99A,family with sequence similarity 99 member A (non-protein coding),11p15.5,,lincRNA
ENSG00000259043,,,,,,
ENSG00000221241,692202.0,SNORD88A,"small nucleolar RNA, C/D box 88A",19q13.33,,snoRNA
ENSG00000259591,,,,,,
ENSG00000088827,6614.0,SIGLEC1,sialic acid binding Ig like lectin 1,20p13,Q9BZZ2,protein_coding
ENSG00000248480,,,,,,
ENSG00000242912,,,,,,
ENSG00000225008,,,,,,
ENSG00000140263,6652.0,SORD,sorbitol dehydrogenase,15q21.1,Q00796,protein_coding
ENSG00000127481,23352.0,UBR4,ubiquitin protein ligase E3 component n-recognin 4,1p36.13,Q5T4S7,protein_coding
ENSG00000222391,,,,,,
ENSG00000223349,,,,,,
ENSG00000235510,,,,,,
ENSG00000064199,53340.0,SPA17,sperm autoantigenic protein 17,11q24.2,A0A172Q397,protein_coding
ENSG00000202059,,,,,,
ENSG00000202231,,,,,,
ENSG00000205537,,,,,,
ENSG00000236238,,,,,,
ENSG00000171055,9637.0,FEZ2,fasciculation and elongation protein zeta 2,2p22.2,Q9UHY8,protein_coding
ENSG00000133639,694.0,BTG1,BTG anti-proliferation factor 1,12q21.33,P62324,protein_coding
ENSG00000224497,,,,,,
ENSG00000255375,,,,,,
ENSG00000233847,105378991.0,LOC105378991,uncharacterized LOC105378991,5q12.1,,antisense
ENSG00000232014,,,,,,
ENSG00000231767,,,,,,
ENSG00000256162,100507203.0,SMLR1,small leucine rich protein 1,6q23.1,H3BR10,protein_coding
ENSG00000271699,,,,,,
ENSG00000173908,162605.0,KRT28,keratin 28,17q21.2,Q7Z3Y7,protein_coding
ENSG00000239002,692148.0,SCARNA10,small Cajal body-specific RNA 10,12p13.31,,snoRNA
ENSG00000173085,27235.0,COQ2,"coenzyme Q2, polyprenyltransferase",4q21.22-q21.23,Q96H96,protein_coding
ENSG00000171557,2266.0,FGG,fibrinogen gamma chain,4q32.1,A0A140VJJ6,protein_coding
ENSG00000204464,,,,,,
ENSG00000252608,,,,,,
ENSG00000259008,,,,,,
ENSG00000248358,,,,,,
ENSG00000106665,7461.0,CLIP2,CAP-Gly domain containing linker protein 2,7q11.23,A0A140VJG6,protein_coding
ENSG00000267544,,,,,,
ENSG00000245954,100996286.0,LINC02273,long intergenic non-protein coding RNA 2273,4q31.3,,lincRNA
ENSG00000225602,100873935.0,MTOR-AS1,MTOR antisense RNA 1,1p36.22,,antisense
ENSG00000129315,904.0,CCNT1,cyclin T1,12q13.11-q13.12,O60563,protein_coding
ENSG00000262006,,,,,,
ENSG00000140497,10066.0,SCAMP2,secretory carrier membrane protein 2,15q24.1,A8K769,protein_coding
ENSG00000238652,,,,,,
ENSG00000252206,,,,,,
ENSG00000233012,,,,,,
ENSG00000229988,,,,,,
ENSG00000259072,,,,,,
ENSG00000111850,57150.0,SMIM8,small integral membrane protein 8,6q15,Q96KF7,protein_coding
ENSG00000175895,79666.0,PLEKHF2,pleckstrin homology and FYVE domain containing 2,8q22.1,Q9H8W4,protein_coding
ENSG00000250765,,,,,,
ENSG00000210678,,,,,,
ENSG00000235679,,,,,,
ENSG00000264399,100616220.0,MIR4736,microRNA 4736,17q22,,miRNA
ENSG00000200262,,,,,,
ENSG00000253893,,,,,,
ENSG00000230794,,,,,,
ENSG00000252821,,,,,,
ENSG00000224335,,,,,,
ENSG00000256986,,,,,,
ENSG00000186803,3446.0,IFNA10,interferon alpha 10,9p21.3,P01566,protein_coding
ENSG00000100354,23112.0,TNRC6B,trinucleotide repeat containing 6B,22q13.1,A0A024R1N5,protein_coding
ENSG00000139044,283358.0,B4GALNT3,"beta-1,4-N-acetyl-galactosaminyltransferase 3",12p13.33,Q6L9W6,protein_coding
ENSG00000212260,,,,,,
ENSG00000176219,122748.0,OR11H6,olfactory receptor family 11 subfamily H member 6,14q11.2,A0A126GVP4,protein_coding
ENSG00000270443,,,,,,
ENSG00000250983,,,,,,
ENSG00000231780,,,,,,
ENSG00000220848,,,,,,
ENSG00000272077,,,,,,
ENSG00000109654,23321.0,TRIM2,tripartite motif containing 2,4q31.3,Q9C040,protein_coding
ENSG00000265428,,,,,,
ENSG00000038219,259282.0,BOD1L1,biorientation of chromosomes in cell division 1 like 1,4p15.33,Q8NFC6,protein_coding
ENSG00000272975,,,,,,
ENSG00000229989,,,,,,
ENSG00000249497,101927207.0,LINC02075,long intergenic non-protein coding RNA 2075,17q21.33,,lincRNA
ENSG00000143727,52.0,ACP1,"acid phosphatase 1, soluble",2p25.3,A0A140VK37,protein_coding
ENSG00000184305,401145.0,CCSER1,coiled-coil serine rich protein 1,4q22.1,Q9C0I3,protein_coding
ENSG00000224524,,,,,,
ENSG00000213181,,,,,,
ENSG00000101608,10627.0,MYL12A,myosin light chain 12A,18p11.31,P19105,protein_coding
ENSG00000223597,105374644.0,LINC02142,long intergenic non-protein coding RNA 2142,5p15.31,,lincRNA
ENSG00000198087,23607.0,CD2AP,CD2 associated protein,6p12.3,Q9Y5K6,protein_coding
ENSG00000189308,132660.0,LIN54,lin-54 DREAM MuvB core complex component,4q21.22,Q6MZP7,protein_coding
ENSG00000228976,,,,,,
ENSG00000232668,,,,,,
ENSG00000102290,27328.0,PCDH11X,protocadherin 11 X-linked,Xq21.31,Q9BZA7,protein_coding
ENSG00000217770,,,,,,
ENSG00000259747,,,,,,
ENSG00000172912,,,,,,
ENSG00000229229,,,,,,
ENSG00000223197,,,,,,
ENSG00000254228,,,,,,
ENSG00000197015,,,,,,
ENSG00000273139,,,,,,
ENSG00000267743,105372143.0,LOC105372143,uncharacterized LOC105372143,18q21.31,,antisense
ENSG00000130822,139728.0,PNCK,pregnancy up-regulated nonubiquitous CaM kinase,Xq28,Q6P2M8,protein_coding
ENSG00000249106,101928590.0,LOC101928590,uncharacterized LOC101928590,4q34.2,,antisense
ENSG00000260237,,,,,,
ENSG00000184343,26576.0,SRPK3,SRSF protein kinase 3,Xq28,Q9UPE1,protein_coding
ENSG00000142661,127294.0,MYOM3,myomesin 3,1p36.11,Q5VTT5,protein_coding
ENSG00000105131,79852.0,EPHX3,epoxide hydrolase 3,19p13.12,A0A024R7F3,protein_coding
ENSG00000239377,,,,,,
ENSG00000231409,,,,,,
ENSG00000207928,,,,,,
ENSG00000235002,,,,,,
ENSG00000250997,,,,,,
ENSG00000261317,,,,,,
ENSG00000233405,103689843.0,LINC01046,long intergenic non-protein coding RNA 1046,13q12.11,,lincRNA
ENSG00000255493,,,,,,
ENSG00000239316,,,,,,
ENSG00000154493,118611.0,C10orf90,chromosome 10 open reading frame 90,10q26.2,Q96M02,protein_coding
ENSG00000153363,,,,,,
ENSG00000115661,8576.0,STK16,serine/threonine kinase 16,2q35,A0A024R440,protein_coding
ENSG00000137269,55227.0,LRRC1,leucine rich repeat containing 1,6p12.1,Q9BTT6,protein_coding
ENSG00000225685,,,,,,
ENSG00000186834,10614.0,HEXIM1,hexamethylene bisacetamide inducible 1,17q21.31,O94992,protein_coding
ENSG00000214425,,,,,,
ENSG00000180539,,,,,,
ENSG00000259762,,,,,,
ENSG00000068001,8692.0,HYAL2,hyaluronoglucosaminidase 2,3p21.31,Q12891,protein_coding
ENSG00000152082,80097.0,MZT2B,mitotic spindle organizing protein 2B,2q21.1,B8ZZ87,protein_coding
ENSG00000102401,51566.0,ARMCX3,"armadillo repeat containing, X-linked 3",Xq22.1,A0A024RCF9,protein_coding
ENSG00000136997,4609.0,MYC,"MYC proto-oncogene, bHLH transcription factor",8q24.21,P01106,protein_coding
ENSG00000184611,90134.0,KCNH7,potassium voltage-gated channel subfamily H member 7,2q24.2,Q9NS40,protein_coding
ENSG00000172350,64137.0,ABCG4,ATP binding cassette subfamily G member 4,11q23.3,Q9H172,protein_coding
ENSG00000251889,,,,,,
ENSG00000164303,133121.0,ENPP6,ectonucleotide pyrophosphatase/phosphodiesterase 6,4q35.1,Q6UWR7,protein_coding
ENSG00000224215,,,,,,
ENSG00000219133,,,,,,
ENSG00000197846,,,,,,
ENSG00000255347,,,,,,
ENSG00000231559,,,,,,
ENSG00000240257,,,,,,
ENSG00000242012,,,,,,
ENSG00000143742,6726.0,SRP9,signal recognition particle 9,1q42.12,A0A024R3P3,protein_coding
ENSG00000260926,,,,,,
ENSG00000196652,23660.0,ZKSCAN5,zinc finger with KRAB and SCAN domains 5,7q22.1,Q8N718,protein_coding
ENSG00000240058,,,,,,
ENSG00000183250,84536.0,LINC01547,long intergenic non-protein coding RNA 1547,21q22.3,,lincRNA
ENSG00000112761,8838.0,WISP3,WNT1 inducible signaling pathway protein 3,6q21,I6L968,protein_coding
ENSG00000235430,,,,,,
ENSG00000110321,1982.0,EIF4G2,eukaryotic translation initiation factor 4 gamma 2,11p15.4,P78344,protein_coding
ENSG00000116729,79971.0,WLS,wntless Wnt ligand secretion mediator,1p31.3,Q5T9L3,protein_coding
ENSG00000235512,,,,,,
ENSG00000260326,,,,,,
ENSG00000165502,6166.0,RPL36AL,ribosomal protein L36a like,14q21.3,Q969Q0,protein_coding
ENSG00000242001,,,,,,
ENSG00000266345,,,,,,
ENSG00000230916,,,,,,
ENSG00000226037,105370308.0,LINC01040,long intergenic non-protein coding RNA 1040,13q31.3,,lincRNA
ENSG00000227128,,,,,,
ENSG00000254463,,,,,,
ENSG00000249089,,,,,,
ENSG00000248637,,,,,,
ENSG00000257141,,,,,,
ENSG00000242311,,,,,,
ENSG00000243518,,,,,,
ENSG00000172037,3913.0,LAMB2,laminin subunit beta 2,3p21.31,A0A024R319,protein_coding
ENSG00000196683,54543.0,TOMM7,translocase of outer mitochondrial membrane 7,7p15.3,Q75MR5,protein_coding
ENSG00000134259,4803.0,NGF,nerve growth factor,1p13.2,P01138,protein_coding
ENSG00000250971,,,,,,
ENSG00000239322,101927750.0,ATP6V1B1-AS1,ATP6V1B1 antisense RNA 1,2p13.3,,antisense
ENSG00000221604,100302220.0,MIR1293,microRNA 1293,12q13.12,,miRNA
ENSG00000073712,10979.0,FERMT2,fermitin family member 2,14q22.1,Q96AC1,protein_coding
ENSG00000103978,25963.0,TMEM87A,transmembrane protein 87A,15q15.1,Q8NBN3,protein_coding
ENSG00000179409,50628.0,GEMIN4,gem nuclear organelle associated protein 4,17p13.3,P57678,protein_coding
ENSG00000266594,100616283.0,MIR4766,microRNA 4766,22q13.2,,miRNA
ENSG00000267963,,,,,,
ENSG00000248487,25864.0,ABHD14A,abhydrolase domain containing 14A,3p21.2,Q9BUJ0,protein_coding
ENSG00000152104,5784.0,PTPN14,"protein tyrosine phosphatase, non-receptor type 14",1q32.3-q41,A8K6H6,protein_coding
ENSG00000252656,,,,,,
ENSG00000134574,1643.0,DDB2,damage specific DNA binding protein 2,11p11.2,Q92466,protein_coding
ENSG00000223735,,,,,,
ENSG00000236776,,,,,,
ENSG00000242871,,,,,,
ENSG00000159348,51706.0,CYB5R1,cytochrome b5 reductase 1,1q32.1,Q9UHQ9,protein_coding
ENSG00000081138,1005.0,CDH7,cadherin 7,18q22.1,F5H5X9,protein_coding
ENSG00000196843,10865.0,ARID5A,AT-rich interaction domain 5A,2q11.2,C9J1Q0,protein_coding
ENSG00000258754,105369203.0,LOC105369203,uncharacterized LOC105369203,15q26.2,,lincRNA
ENSG00000173546,1464.0,CSPG4,chondroitin sulfate proteoglycan 4,15q24.2,Q6UVK1,protein_coding
ENSG00000196156,85290.0,KRTAP4-3,keratin associated protein 4-3,17q21.2,Q9BYR4,protein_coding
ENSG00000251801,,,,,,
ENSG00000185803,79581.0,SLC52A2,solute carrier family 52 member 2,8q24.3,Q9HAB3,protein_coding
ENSG00000229140,137196.0,CCDC26,CCDC26 long non-coding RNA,8q24.21,,lincRNA
ENSG00000260977,,,,,,
ENSG00000231311,,,,,,
ENSG00000243669,,,,,,
ENSG00000173334,10221.0,TRIB1,tribbles pseudokinase 1,8q24.13,Q96RU8,protein_coding
ENSG00000241782,,,,,,
ENSG00000270490,,,,,,
ENSG00000256218,,,,,,
ENSG00000264148,,,,,,
ENSG00000252863,,,,,,
ENSG00000255740,,,,,,
ENSG00000151702,2313.0,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",11q24.3,A0A024R3N6,protein_coding
ENSG00000225329,723809.0,LHFPL3-AS2,LHFPL3 antisense RNA 2,7q22.2-q22.3,,processed_transcript
ENSG00000266163,,,,,,
ENSG00000212532,,,,,,
ENSG00000204658,,,,,,
ENSG00000242651,,,,,,
ENSG00000216444,,,,,,
ENSG00000226860,,,,,,
ENSG00000238988,,,,,,
ENSG00000132677,57127.0,RHBG,Rh family B glycoprotein (gene/pseudogene),1q22,Q9H310,protein_coding
ENSG00000257905,,,,,,
ENSG00000233541,,,,,,
ENSG00000199291,,,,,,
ENSG00000203734,345930.0,ECT2L,epithelial cell transforming 2 like,6q24.1,Q008S8,protein_coding
ENSG00000264607,100422981.0,MIR3173,microRNA 3173,14q32.13,,miRNA
ENSG00000242017,,,,,,
ENSG00000158856,2039.0,DMTN,dematin actin binding protein,8p21.3,Q08495,protein_coding
ENSG00000270581,,,,,,
ENSG00000261242,,,,,,
ENSG00000196396,5770.0,PTPN1,"protein tyrosine phosphatase, non-receptor type 1",20q13.13,B4DSN5,protein_coding
ENSG00000254676,,,,,,
ENSG00000167554,162963.0,ZNF610,zinc finger protein 610,19q13.41,Q8N9Z0,protein_coding
ENSG00000101972,10735.0,STAG2,stromal antigen 2,Xq25,Q6MZP3,protein_coding
ENSG00000113749,3274.0,HRH2,histamine receptor H2,5q35.2,P25021,protein_coding
ENSG00000140396,10499.0,NCOA2,nuclear receptor coactivator 2,8q13.3,Q15596,protein_coding
ENSG00000174175,6403.0,SELP,selectin P,1q24.2,A0A024R8Y9,protein_coding
ENSG00000156374,84108.0,PCGF6,polycomb group ring finger 6,10q24.33,Q9BYE7,protein_coding
ENSG00000225878,,,,,,
ENSG00000005189,81691.0,LOC81691,exonuclease NEF-sp,16p12.3,Q96IC2,protein_coding
ENSG00000226203,101926955.0,LINC01733,long intergenic non-protein coding RNA 1733,20p11.1,,lincRNA
ENSG00000181588,399664.0,MEX3D,mex-3 RNA binding family member D,19p13.3,Q86XN8,protein_coding
ENSG00000263645,,,,,,
ENSG00000272914,,,,,,
ENSG00000198796,115701.0,ALPK2,alpha kinase 2,18q21.31-q21.32,Q86TB3,protein_coding
ENSG00000265096,100507410.0,C1QTNF1-AS1,C1QTNF1 antisense RNA 1,17q25.3,,antisense
ENSG00000239030,,,,,,
ENSG00000115507,5013.0,OTX1,orthodenticle homeobox 1,2p15,P32242,protein_coding
ENSG00000234158,,,,,,
ENSG00000227045,,,,,,
ENSG00000220875,,,,,,
ENSG00000106049,11112.0,HIBADH,3-hydroxyisobutyrate dehydrogenase,7p15.2,A0A024RA75,protein_coding
ENSG00000174680,,,,,,
ENSG00000198792,25829.0,TMEM184B,transmembrane protein 184B,22q13.1,A0A024R1S0,protein_coding
ENSG00000224069,,,,,,
ENSG00000245281,101929066.0,LOC101929066,uncharacterized LOC101929066,8p22,,antisense
ENSG00000227372,57212.0,TP73-AS1,TP73 antisense RNA 1,1p36.32,,transcribed_unitary_pseudogene
ENSG00000260280,100526831.0,SLX1B-SULT1A4,SLX1B-SULT1A4 readthrough (NMD candidate),16p11.2,,processed_transcript
ENSG00000236900,,,,,,
ENSG00000234894,,,,,,
ENSG00000232300,,,,,,
ENSG00000240837,,,,,,
ENSG00000252374,,,,,,
ENSG00000080572,139212.0,PIH1D3,PIH1 domain containing 3,Xq22.3,Q9NQM4,protein_coding
ENSG00000199798,767581.0,SNORD114-5,"small nucleolar RNA, C/D box 114-5",14q32.31,,snoRNA
ENSG00000270188,,,,,,
ENSG00000227937,,,,,,
ENSG00000270462,,,,,,
ENSG00000107242,8395.0,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,9q21.11,O14986,protein_coding
ENSG00000226549,,,,,,
ENSG00000266215,100422918.0,MIR3167,microRNA 3167,11q24.2,,miRNA
ENSG00000129514,3169.0,FOXA1,forkhead box A1,14q21.1,P55317,protein_coding
ENSG00000249830,,,,,,
ENSG00000214960,729920.0,ISPD,isoprenoid synthase domain containing,7p21.2,A0A140VJM1,protein_coding
ENSG00000222146,,,,,,
ENSG00000169627,552900.0,BOLA2,bolA family member 2,16p11.2,A0A087WZT3,protein_coding
ENSG00000235538,,,,,,
ENSG00000232145,,,,,,
ENSG00000119705,81892.0,SLIRP,SRA stem-loop interacting RNA binding protein,14q24.3,Q9GZT3,protein_coding
ENSG00000252946,,,,,,
ENSG00000261159,,,,,,
ENSG00000227782,,,,,,
ENSG00000230748,,,,,,
ENSG00000170370,2018.0,EMX2,empty spiracles homeobox 2,10q26.11,Q04743,protein_coding
ENSG00000243402,,,,,,
ENSG00000174562,55554.0,KLK15,kallikrein related peptidase 15,19q13.33,Q6UBM2,protein_coding
ENSG00000255497,,,,,,
ENSG00000205181,149837.0,LINC00654,long intergenic non-protein coding RNA 654,20p12.3,,lincRNA
ENSG00000135297,25821.0,MTO1,mitochondrial tRNA translation optimization 1,6q13,Q9Y2Z2,protein_coding
ENSG00000255547,,,,,,
ENSG00000223599,,,,,,
ENSG00000255244,,,,,,
ENSG00000221804,,,,,,
ENSG00000203601,101978719.0,LINC00970,long intergenic non-protein coding RNA 970,1q24.2,,antisense
ENSG00000142513,93650.0,ACPT,"acid phosphatase, testicular",19q13.33,Q9BZG2,protein_coding
ENSG00000196873,445571.0,CBWD3,COBW domain containing 3,9q21.11,A0A0A6YYH9,protein_coding
ENSG00000228656,,,,,,
ENSG00000168297,54899.0,PXK,PX domain containing serine/threonine kinase like,3p14.3,A0A0C4DG95,protein_coding
ENSG00000187229,,,,,,
ENSG00000268520,,,,,,
ENSG00000164654,54468.0,MIOS,meiosis regulator for oocyte development,7p21.3,A0A024RA24,protein_coding
ENSG00000201910,,,,,,
ENSG00000168792,116236.0,ABHD15,abhydrolase domain containing 15,17q11.2,Q6UXT9,protein_coding
ENSG00000175449,317671.0,RFESD,Rieske Fe-S domain containing,5q15,Q8TAC1,protein_coding
ENSG00000233324,,,,,,
ENSG00000237856,,,,,,
ENSG00000169727,2873.0,GPS1,G protein pathway suppressor 1,17q25.3,Q13098,protein_coding
ENSG00000089116,64211.0,LHX5,LIM homeobox 5,12q24.13,Q9H2C1,protein_coding
ENSG00000223587,,,,,,
ENSG00000234793,,,,,,
ENSG00000182508,340596.0,LHFPL1,lipoma HMGIC fusion partner-like 1,Xq23,Q86WI0,protein_coding
ENSG00000248420,,,,,,
ENSG00000234145,,,,,,
ENSG00000255009,642623.0,UBTFL1,"upstream binding transcription factor, RNA polymerase I-like 1",11q14.3,P0CB47,protein_coding
ENSG00000202285,,,,,,
ENSG00000265125,,,,,,
ENSG00000232873,,,,,,
ENSG00000083642,23047.0,PDS5B,PDS5 cohesin associated factor B,13q13.1,Q9NTI5,protein_coding
ENSG00000273069,,,,,,
ENSG00000186393,353288.0,KRT26,keratin 26,17q21.2,Q7Z3Y9,protein_coding
ENSG00000221002,,,,,,
ENSG00000235726,,,,,,
ENSG00000267478,,,,,,
ENSG00000110693,55553.0,SOX6,SRY-box 6,11p15.2,P35712,protein_coding
ENSG00000261172,,,,,,
ENSG00000224109,,,,,,
ENSG00000230795,,,,,,
ENSG00000145649,3001.0,GZMA,granzyme A,5q11.2,P12544,protein_coding
ENSG00000229968,,,,,,
ENSG00000238311,,,,,,
ENSG00000213620,,,,,,
ENSG00000174721,143282.0,FGFBP3,fibroblast growth factor binding protein 3,10q23.32,Q8TAT2,protein_coding
ENSG00000222031,,,,,,
ENSG00000143643,79573.0,TTC13,tetratricopeptide repeat domain 13,1q42.2,Q8NBP0,protein_coding
ENSG00000213979,,,,,,
ENSG00000263697,100500811.0,MIR3621,microRNA 3621,9q34.3,,miRNA
ENSG00000203392,,,,,,
ENSG00000242082,,,,,,
ENSG00000231366,,,,,,
ENSG00000123453,1757.0,SARDH,sarcosine dehydrogenase,9q34.2,A8K596,protein_coding
ENSG00000230975,,,,,,
ENSG00000257381,100422886.0,MIR3179-2,microRNA 3179-2,16p13.11,,miRNA
ENSG00000225930,26082.0,LINC02249,long intergenic non-protein coding RNA 2249,15q13.2,,lincRNA
ENSG00000212475,,,,,,
ENSG00000188153,1287.0,COL4A5,collagen type IV alpha 5 chain,Xq22.3,A7MBN3,protein_coding
ENSG00000253426,,,,,,
ENSG00000250878,121952.0,METTL21EP,"methyltransferase like 21E, pseudogene",13q33.1,,transcribed_unprocessed_pseudogene
ENSG00000260488,,,,,,
ENSG00000253932,,,,,,
ENSG00000139865,319089.0,TTC6,tetratricopeptide repeat domain 6,14q21.1,,protein_coding
ENSG00000139644,7009.0,TMBIM6,transmembrane BAX inhibitor motif containing 6,12q13.12,P55061,protein_coding
ENSG00000252720,,,,,,
ENSG00000200726,100033445.0,SNORD115-8,"small nucleolar RNA, C/D box 115-8",15q11.2,,snoRNA
ENSG00000159921,10020.0,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,9p13.3,Q9Y223,protein_coding
ENSG00000249717,100507388.0,LOC100507388,uncharacterized LOC100507388,4q13.3,,antisense
ENSG00000256943,,,,,,
ENSG00000159899,4882.0,NPR2,natriuretic peptide receptor 2,9p13.3,P20594,protein_coding
ENSG00000188909,390259.0,BSX,brain specific homeobox,11q24.1,Q3C1V8,protein_coding
ENSG00000100523,80821.0,DDHD1,DDHD domain containing 1,14q22.1,Q8NEL9,protein_coding
ENSG00000240051,,,,,,
ENSG00000141314,162494.0,RHBDL3,rhomboid like 3,17q11.2,P58872,protein_coding
ENSG00000176014,84617.0,TUBB6,tubulin beta 6 class V,18p11.21,Q9BUF5,protein_coding
ENSG00000271587,,,,,,
ENSG00000264396,,,,,,
ENSG00000240292,,,,,,
ENSG00000107560,22841.0,RAB11FIP2,RAB11 family interacting protein 2,10q26.11,Q7L804,protein_coding
ENSG00000182000,,,,,,
ENSG00000262869,,,,,,
ENSG00000138594,29766.0,TMOD3,tropomodulin 3,15q21.2,Q9NYL9,protein_coding
ENSG00000124003,116255.0,MOGAT1,monoacylglycerol O-acyltransferase 1,2q36.1,Q96PD6,protein_coding
ENSG00000224582,100507362.0,LINC01015,long intergenic non-protein coding RNA 1015,6p22.1,,antisense
ENSG00000131115,7770.0,ZNF227,zinc finger protein 227,19q13.31,Q658S5,protein_coding
ENSG00000200204,,,,,,
ENSG00000119431,81932.0,HDHD3,haloacid dehalogenase like hydrolase domain containing 3,9q32,Q9BSH5,protein_coding
ENSG00000221336,,,,,,
ENSG00000122035,387496.0,RASL11A,RAS like family 11 member A,13q12.2,Q6T310,protein_coding
ENSG00000226823,,,,,,
ENSG00000037042,27175.0,TUBG2,tubulin gamma 2,17q21.2,A0A1B4Z394,protein_coding
ENSG00000223893,,,,,,
ENSG00000252316,6086.0,RNY4,"RNA, Ro-associated Y4",7q36.1,,misc_RNA
ENSG00000228169,,,,,,
ENSG00000165879,10023.0,FRAT1,"FRAT1, WNT signaling pathway regulator",10q24.1,Q92837,protein_coding
ENSG00000234169,,,,,,
ENSG00000230864,,,,,,
ENSG00000216863,285780.0,LY86-AS1,LY86 antisense RNA 1,6p25.1,,antisense
ENSG00000116704,23169.0,SLC35D1,solute carrier family 35 member D1,1p31.3,Q9NTN3,protein_coding
ENSG00000164638,222962.0,SLC29A4,solute carrier family 29 member 4,7p22.1,Q7RTT9,protein_coding
ENSG00000185915,257240.0,KLHL34,kelch like family member 34,Xp22.12,Q8N239,protein_coding
ENSG00000228167,,,,,,
ENSG00000137962,9411.0,ARHGAP29,Rho GTPase activating protein 29,1p22.1,Q52LW3,protein_coding
ENSG00000272333,9757.0,KMT2B,lysine methyltransferase 2B,19q13.12,Q9UMN6,protein_coding
ENSG00000235062,,,,,,
ENSG00000034677,25897.0,RNF19A,"ring finger protein 19A, RBR E3 ubiquitin protein ligase",8q22.2,Q9NV58,protein_coding
ENSG00000269288,,,,,,
ENSG00000226849,,,,,,
ENSG00000228806,,,,,,
ENSG00000215452,,,,,,
ENSG00000237606,,,,,,
ENSG00000251446,,,,,,
ENSG00000168509,148738.0,HFE2,hemochromatosis type 2 (juvenile),1q21.1,Q6ZVN8,protein_coding
ENSG00000101544,22850.0,ADNP2,ADNP homeobox 2,18q23,A0A024R377,protein_coding
ENSG00000253598,347051.0,SLC10A5,solute carrier family 10 member 5,8q21.13,Q5PT55,protein_coding
ENSG00000243055,,,,,,
ENSG00000259944,94150.0,CDRT7,CMT1A duplicated region transcript 7 (non-protein coding),17p12,,lincRNA
ENSG00000212095,,,,,,
ENSG00000233998,,,,,,
ENSG00000254457,,,,,,
ENSG00000149922,6911.0,TBX6,T-box 6,16p11.2,O95947,protein_coding
ENSG00000198677,9652.0,TTC37,tetratricopeptide repeat domain 37,5q15,Q6PGP7,protein_coding
ENSG00000270804,,,,,,
ENSG00000257860,101929058.0,LOC101929058,uncharacterized LOC101929058,12q23.2,,lincRNA
